Annotation Cluster 1	Enrichment Score: 2.9042960645335065
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0009611~response to wounding	13	8.38709677419355	0.005463172860404489	33963_AT, 38236_AT, 37454_AT, 34636_AT, 1403_S_AT, 32250_AT, 37968_AT, 1901_S_AT, 1910_S_AT, 36703_AT, 919_AT, 1372_AT, 37954_AT	138	530	14116	2.5089964451736395	0.9997901716564147	0.4109983525543709	8.730543986008044
GOTERM_BP_ALL	GO:0006955~immune response	15	9.67741935483871	0.007140657271797832	1974_S_AT, 33530_AT, 37454_AT, 31793_AT, 1403_S_AT, 37968_AT, 32250_AT, 37905_R_AT, 37061_AT, 1910_S_AT, 31512_AT, 679_AT, 36703_AT, 1419_G_AT, 31506_S_AT, 37105_AT, 35566_F_AT	138	690	14116	2.2236925015752993	0.9999845678763442	0.44183930969576735	11.264065407397094
GOTERM_BP_ALL	GO:0002376~immune system process	19	12.258064516129032	0.007874946401560438	33963_AT, 1974_S_AT, 33530_AT, 37454_AT, 31793_AT, 1403_S_AT, 37968_AT, 32250_AT, 37905_R_AT, 1855_AT, 35373_AT, 37061_AT, 1910_S_AT, 31512_AT, 37096_AT, 679_AT, 36703_AT, 1419_G_AT, 31506_S_AT, 37105_AT, 35566_F_AT	138	998	14116	1.9474020504777674	0.9999950832249892	0.45726976451990087	12.3521353357812
GOTERM_BP_ALL	GO:0006954~inflammatory response	8	5.161290322580645	0.03917619796186034	33963_AT, 36703_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 37968_AT, 1372_AT	138	325	14116	2.517904124860647	1.0	0.811726007478355	48.64696882175868

Annotation Cluster 2	Enrichment Score: 2.1347746484789973
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0044421~extracellular region part	24	15.483870967741936	4.324223792369107E-6	33530_AT, 33684_AT, 31621_S_AT, 33284_AT, 35367_AT, 37061_AT, 34618_AT, 31506_S_AT, 38604_AT, 31793_AT, 38691_S_AT, 37454_AT, 1403_S_AT, 32250_AT, 35169_AT, 37905_R_AT, 34623_AT, 37172_AT, 34546_AT, 36703_AT, 1890_AT, 37898_R_AT, 38508_S_AT, 2090_I_AT, 36436_AT	134	960	15908	2.9679104477611937	9.85439291824708E-4	4.928410920833626E-4	0.00553596343623175
GOTERM_CC_ALL	GO:0005578~proteinaceous extracellular matrix	7	4.516129032258064	0.05215920145110169	33684_AT, 31621_S_AT, 37898_R_AT, 38508_S_AT, 35169_AT, 35367_AT, 2090_I_AT	134	320	15908	2.596921641791045	0.9999950378391941	0.7051731153453444	49.63208043767584
GOTERM_CC_ALL	GO:0031012~extracellular matrix	7	4.516129032258064	0.06973302387621558	33684_AT, 31621_S_AT, 37898_R_AT, 38508_S_AT, 35169_AT, 35367_AT, 2090_I_AT	134	345	15908	2.408738914125027	0.9999999304121009	0.7467529021868291	60.36328969423597
GOTERM_MF_ALL	GO:0005198~structural molecule activity	9	5.806451612903226	0.18374850407277526	35038_AT, 31621_S_AT, 34012_AT, 38482_AT, 38508_S_AT, 41280_R_AT, 35169_AT, 2090_I_AT, 37905_R_AT	132	634	15143	1.6285130484657298	1.0	0.8510278880150174	94.23849155399473

Annotation Cluster 3	Enrichment Score: 2.0592561362691755
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_ALL	GO:0019825~oxygen binding	6	3.870967741935484	3.3184533888079883E-5	38229_AT, 33516_AT, 1391_S_AT, 31687_F_AT, 31525_S_AT, 37166_AT	132	43	15143	16.00739957716702	0.013906504311974932	0.013906504311974932	0.04663640260714752
GOTERM_MF_ALL	GO:0020037~heme binding	8	5.161290322580645	8.60219680071115E-5	34453_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT	132	121	15143	7.584773353368394	0.03565178618244036	0.01798767124971412	0.12085062546582925
GOTERM_MF_ALL	GO:0046906~tetrapyrrole binding	8	5.161290322580645	1.2861272612421832E-4	34453_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT	132	129	15143	7.114399812074231	0.05283130072176512	0.017929996957717798	0.18063534681871385
GOTERM_MF_ALL	GO:0005506~iron ion binding	11	7.096774193548387	3.4487095966765046E-4	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT, 37166_AT	132	308	15143	4.097132034632034	0.13546254246430411	0.035735998667099866	0.483684863939704
GOTERM_MF_ALL	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	3.225806451612903	0.029722517562143044	32073_AT, 34453_AT, 38229_AT, 1391_S_AT, 1419_G_AT	132	135	15143	4.248877665544332	0.9999970481653282	0.5070726784371189	34.56647363594251
GOTERM_MF_ALL	GO:0004497~monooxygenase activity	4	2.5806451612903225	0.051876387100941924	34453_AT, 38229_AT, 1391_S_AT, 1419_G_AT	132	97	15143	4.730709153389566	0.9999999998274105	0.5931066693867663	52.70690886453928
GOTERM_MF_ALL	GO:0009055~electron carrier activity	5	3.225806451612903	0.12511839917967008	34453_AT, 38229_AT, 1391_S_AT, 1419_G_AT, 37166_AT	132	221	15143	2.5954682572329633	1.0	0.8190100458220414	84.72439441502557
GOTERM_MF_ALL	GO:0016491~oxidoreductase activity	8	5.161290322580645	0.38710316680987156	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT, 37166_AT	132	689	15143	1.3320138980516338	1.0	0.9642840281636268	99.89734787265208
GOTERM_BP_ALL	GO:0055114~oxidation reduction	8	5.161290322580645	0.4269096587341639	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT, 37166_AT	138	639	14116	1.2806241636615183	1.0	0.9918378628851361	99.99070793355425
GOTERM_MF_ALL	GO:0046914~transition metal ion binding	24	15.483870967741936	0.6330146676336813	40350_AT, 1974_S_AT, 34453_AT, 32717_AT, 34636_AT, 38229_AT, 33284_AT, 33516_AT, 31525_S_AT, 35439_AT, 37172_AT, 36713_AT, 32073_AT, 33027_AT, 40058_S_AT, 34606_S_AT, 41113_AT, 1391_S_AT, 31687_F_AT, 1419_G_AT, 33922_AT, 37166_AT, 38945_AT, 35213_AT	132	2785	15143	0.9886078015341929	1.0	0.9949473184398222	99.99992407285323

Annotation Cluster 4	Enrichment Score: 1.9768080587437766
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0006952~defense response	18	11.612903225806452	9.493647636463781E-5	33963_AT, 34636_AT, 37454_AT, 31793_AT, 33284_AT, 1403_S_AT, 37968_AT, 32250_AT, 34623_AT, 1910_S_AT, 34546_AT, 679_AT, 35956_S_AT, 36703_AT, 37898_R_AT, 1419_G_AT, 31506_S_AT, 1372_AT, 37105_AT, 33979_AT	138	615	14116	2.993849416755037	0.13651500620751478	0.13651500620751478	0.15819894216249075
GOTERM_BP_ALL	GO:0009605~response to external stimulus	20	12.903225806451612	0.0013186026197053355	33963_AT, 1974_S_AT, 38604_AT, 38236_AT, 32717_AT, 34636_AT, 37454_AT, 31793_AT, 1403_S_AT, 37968_AT, 32250_AT, 1901_S_AT, 36766_AT, 1910_S_AT, 36703_AT, 919_AT, 40790_AT, 31506_S_AT, 1372_AT, 36436_AT, 37954_AT	138	914	14116	2.2382900453493164	0.8699589173117225	0.18452987028507506	2.176330063939258
GOTERM_BP_ALL	GO:0042221~response to chemical stimulus	24	15.483870967741936	0.0027974762578670213	33963_AT, 33284_AT, 35373_AT, 38128_AT, 1910_S_AT, 34618_AT, 1575_AT, 31506_S_AT, 38945_AT, 1974_S_AT, 32439_AT, 38236_AT, 31793_AT, 37454_AT, 32084_AT, 1403_S_AT, 967_G_AT, 1901_S_AT, 36766_AT, 36703_AT, 1419_G_AT, 37898_R_AT, 1983_AT, 36436_AT, 37166_AT, 966_AT	138	1281	14116	1.9164375657604453	0.9868450741424301	0.32545948977859696	4.564186334889541
GOTERM_BP_ALL	GO:0040011~locomotion	12	7.741935483870968	0.0031899720949837037	33963_AT, 38236_AT, 32717_AT, 37454_AT, 31793_AT, 1403_S_AT, 36766_AT, 34972_S_AT, 37096_AT, 36479_AT, 36703_AT, 31506_S_AT, 36436_AT	138	431	14116	2.8479774034096637	0.9928423933083995	0.3374317016390258	5.188664664353082
GOTERM_BP_ALL	GO:0006935~chemotaxis	7	4.516129032258064	0.004689465965124483	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	138	160	14116	4.47518115942029	0.9993017733731389	0.3839729814771847	7.539233837528048
GOTERM_BP_ALL	GO:0042330~taxis	7	4.516129032258064	0.004689465965124483	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	138	160	14116	4.47518115942029	0.9993017733731389	0.3839729814771847	7.539233837528048
GOTERM_BP_ALL	GO:0009611~response to wounding	13	8.38709677419355	0.005463172860404489	33963_AT, 38236_AT, 37454_AT, 34636_AT, 1403_S_AT, 32250_AT, 37968_AT, 1901_S_AT, 1910_S_AT, 36703_AT, 919_AT, 1372_AT, 37954_AT	138	530	14116	2.5089964451736395	0.9997901716564147	0.4109983525543709	8.730543986008044
GOTERM_BP_ALL	GO:0007610~behavior	12	7.741935483870968	0.005985756690243263	33963_AT, 38604_AT, 38236_AT, 37454_AT, 31793_AT, 1403_S_AT, 1355_G_AT, 1910_S_AT, 36766_AT, 36703_AT, 34249_AT, 31506_S_AT, 36436_AT	138	469	14116	2.6172244368221005	0.9999068953937654	0.40289053724929746	9.527008484296307
GOTERM_BP_ALL	GO:0006954~inflammatory response	8	5.161290322580645	0.03917619796186034	33963_AT, 36703_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 37968_AT, 1372_AT	138	325	14116	2.517904124860647	1.0	0.811726007478355	48.64696882175868
GOTERM_BP_ALL	GO:0007626~locomotory behavior	7	4.516129032258064	0.05086170182056602	33963_AT, 36703_AT, 31793_AT, 37454_AT, 1403_S_AT, 31506_S_AT, 36436_AT, 36766_AT	138	274	14116	2.613244472654184	1.0	0.8402499551662985	58.125926502645555
GOTERM_BP_ALL	GO:0006873~cellular ion homeostasis	8	5.161290322580645	0.07210673158618706	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	138	374	14116	2.188018290320081	1.0	0.8826507099345796	71.29253074991773
GOTERM_BP_ALL	GO:0055082~cellular chemical homeostasis	8	5.161290322580645	0.0770121632703094	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	138	380	14116	2.1534706331045004	1.0	0.8862327594658556	73.72118156072301
GOTERM_BP_ALL	GO:0050801~ion homeostasis	8	5.161290322580645	0.10341755930122257	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	138	409	14116	2.0007795613195847	1.0	0.9040584206425111	83.80460527684774
GOTERM_BP_ALL	GO:0048878~chemical homeostasis	8	5.161290322580645	0.22973833682285708	1974_S_AT, 37096_AT, 37983_AT, 38236_AT, 37454_AT, 1403_S_AT, 1901_S_AT, 1910_S_AT	138	512	14116	1.5982789855072463	1.0	0.9583109562159886	98.7130177975758

Annotation Cluster 5	Enrichment Score: 1.5010715758548248
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0000267~cell fraction	20	12.903225806451612	0.0016635260449571452	1974_S_AT, 33080_S_AT, 38236_AT, 38229_AT, 1403_S_AT, 33246_AT, 34467_G_AT, 1910_S_AT, 1786_AT, 33685_AT, 36703_AT, 40058_S_AT, 40735_AT, 1575_AT, 1391_S_AT, 37097_AT, 37166_AT, 34436_AT, 35566_F_AT, 33979_AT	134	1083	15908	2.192362288281583	0.3158648293052788	0.09053606978481255	2.108953125032198
GOTERM_CC_ALL	GO:0005626~insoluble fraction	13	8.38709677419355	0.048417154753460825	1974_S_AT, 33080_S_AT, 38236_AT, 38229_AT, 34467_G_AT, 1910_S_AT, 33685_AT, 40058_S_AT, 1391_S_AT, 1575_AT, 37097_AT, 34436_AT, 35566_F_AT	134	839	15908	1.8394677387792862	0.9999878149940377	0.7155665700413896	47.026118892336285
GOTERM_CC_ALL	GO:0005624~membrane fraction	12	7.741935483870968	0.07636679986203676	33685_AT, 33080_S_AT, 38236_AT, 40058_S_AT, 38229_AT, 1575_AT, 1391_S_AT, 37097_AT, 34467_G_AT, 1910_S_AT, 34436_AT, 35566_F_AT	134	809	15908	1.76093574156412	0.9999999863888741	0.7517353262951445	63.83350444095386
GOTERM_MF_ALL	GO:0022857~transmembrane transporter activity	12	7.741935483870968	0.16098308117705884	32439_AT, 33685_AT, 38236_AT, 35121_AT, 32084_AT, 1575_AT, 37953_S_AT, 37097_AT, 40317_AT, 40294_AT, 39469_S_AT, 34436_AT	132	906	15143	1.5194661850290991	1.0	0.8213967420104177	91.5185952485302

Annotation Cluster 6	Enrichment Score: 1.3473933754666119
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0008015~blood circulation	7	4.516129032258064	0.009573538740905713	35038_AT, 33963_AT, 38604_AT, 37983_AT, 31621_S_AT, 1419_G_AT, 31687_F_AT	138	186	14116	3.8496182016518623	0.9999996523236551	0.49135233874039397	14.821239924631769
GOTERM_BP_ALL	GO:0003013~circulatory system process	7	4.516129032258064	0.009573538740905713	35038_AT, 33963_AT, 38604_AT, 37983_AT, 31621_S_AT, 1419_G_AT, 31687_F_AT	138	186	14116	3.8496182016518623	0.9999996523236551	0.49135233874039397	14.821239924631769
GOTERM_BP_ALL	GO:0008217~regulation of blood pressure	4	2.5806451612903225	0.07340493428283054	38604_AT, 37983_AT, 1419_G_AT, 31687_F_AT	138	100	14116	4.091594202898551	1.0	0.8781215182341013	71.95501716518699
GOTERM_BP_ALL	GO:0003008~system process	15	9.67741935483871	0.6061166940702264	35038_AT, 33963_AT, 38604_AT, 38236_AT, 31621_S_AT, 32418_AT, 1901_S_AT, 1910_S_AT, 1786_AT, 31987_AT, 37983_AT, 40317_AT, 1419_G_AT, 31687_F_AT, 32279_AT	138	1503	14116	1.0208568370505364	1.0	0.9985229202761298	99.99998212183186

Annotation Cluster 7	Enrichment Score: 1.3095547142581232
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0032101~regulation of response to external stimulus	7	4.516129032258064	0.0045490937466061455	33963_AT, 37096_AT, 38604_AT, 37983_AT, 1403_S_AT, 39698_AT, 37172_AT	138	159	14116	4.503326952875764	0.9991316748096336	0.39558608094014225	7.3215361583012335
GOTERM_BP_ALL	GO:0048583~regulation of response to stimulus	11	7.096774193548387	0.015198782933944725	33963_AT, 37096_AT, 38604_AT, 37983_AT, 1403_S_AT, 39698_AT, 1419_G_AT, 32250_AT, 37968_AT, 41280_R_AT, 37172_AT	138	465	14116	2.4197600124668845	0.9999999999478926	0.6271471398057329	22.539476806772797
GOTERM_BP_ALL	GO:0032103~positive regulation of response to external stimulus	4	2.5806451612903225	0.024237514533161177	33963_AT, 38604_AT, 37983_AT, 1403_S_AT	138	64	14116	6.393115942028985	1.0	0.6943758596803116	33.57955300427148
GOTERM_BP_ALL	GO:0006954~inflammatory response	8	5.161290322580645	0.03917619796186034	33963_AT, 36703_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 37968_AT, 1372_AT	138	325	14116	2.517904124860647	1.0	0.811726007478355	48.64696882175868
GOTERM_BP_ALL	GO:0080134~regulation of response to stress	7	4.516129032258064	0.05086170182056602	37096_AT, 37983_AT, 1403_S_AT, 39698_AT, 37968_AT, 41280_R_AT, 37172_AT	138	274	14116	2.613244472654184	1.0	0.8402499551662985	58.125926502645555
GOTERM_BP_ALL	GO:0048584~positive regulation of response to stimulus	6	3.870967741935484	0.07999113920560022	33963_AT, 38604_AT, 37983_AT, 1403_S_AT, 32250_AT, 37968_AT	138	236	14116	2.6005895357406046	1.0	0.8791253560192258	75.10035380373431
GOTERM_BP_ALL	GO:0031347~regulation of defense response	4	2.5806451612903225	0.16208406875698989	37096_AT, 37983_AT, 1403_S_AT, 37968_AT	138	143	14116	2.861254687341644	1.0	0.9332525658013568	94.76055112143392
GOTERM_BP_ALL	GO:0007186~G-protein coupled receptor protein signaling pathway	10	6.451612903225806	0.7711611087448879	33963_AT, 38604_AT, 37983_AT, 36703_AT, 34539_AT, 1403_S_AT, 1419_G_AT, 34467_G_AT, 936_S_AT, 919_AT	138	1123	14116	0.9108624672525715	1.0	0.9999125139042019	99.9999999979132

Annotation Cluster 8	Enrichment Score: 1.2982876751136645
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0040011~locomotion	12	7.741935483870968	0.0031899720949837037	33963_AT, 38236_AT, 32717_AT, 37454_AT, 31793_AT, 1403_S_AT, 36766_AT, 34972_S_AT, 37096_AT, 36479_AT, 36703_AT, 31506_S_AT, 36436_AT	138	431	14116	2.8479774034096637	0.9928423933083995	0.3374317016390258	5.188664664353082
GOTERM_BP_ALL	GO:0050900~leukocyte migration	4	2.5806451612903225	0.017871966801869754	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	138	57	14116	7.178235443681668	0.9999999999992204	0.6721495656979559	25.972199896117566
GOTERM_BP_ALL	GO:0048870~cell motility	7	4.516129032258064	0.07867498723092571	34972_S_AT, 33963_AT, 37096_AT, 36479_AT, 36703_AT, 32717_AT, 1403_S_AT	138	307	14116	2.3323419723363075	1.0	0.8789295731252306	74.49962658401842
GOTERM_BP_ALL	GO:0051674~localization of cell	7	4.516129032258064	0.07867498723092571	34972_S_AT, 33963_AT, 37096_AT, 36479_AT, 36703_AT, 32717_AT, 1403_S_AT	138	307	14116	2.3323419723363075	1.0	0.8789295731252306	74.49962658401842
GOTERM_BP_ALL	GO:0006928~cell motion	9	5.806451612903226	0.09132058569291787	34972_S_AT, 33963_AT, 37096_AT, 36479_AT, 38604_AT, 36703_AT, 32717_AT, 1403_S_AT, 1901_S_AT	138	475	14116	1.9381235697940502	1.0	0.8974786670666435	79.74865289363191
GOTERM_BP_ALL	GO:0016477~cell migration	4	2.5806451612903225	0.5035848612379153	33963_AT, 37096_AT, 36703_AT, 1403_S_AT	138	276	14116	1.4824616677168663	1.0	0.9954230192205196	99.99915298427202

Annotation Cluster 9	Enrichment Score: 1.125124669340167
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_ALL	GO:0022804~active transmembrane transporter activity	9	5.806451612903226	0.013632060961743466	32439_AT, 33685_AT, 35121_AT, 32084_AT, 1575_AT, 37097_AT, 40294_AT, 39469_S_AT, 34436_AT	132	363	15143	2.844290007513148	0.9969490447470425	0.4396703759092997	17.546847001402497
GOTERM_MF_ALL	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	5	3.225806451612903	0.01480822880308168	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	132	109	15143	5.262371420628302	0.9981559726276976	0.4357995909763678	18.91818112457111
GOTERM_MF_ALL	GO:0043492~ATPase activity, coupled to movement of substances	5	3.225806451612903	0.015266633945753071	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	132	110	15143	5.214531680440771	0.9984847936431618	0.41784408387895533	19.44689028857346
GOTERM_MF_ALL	GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	5	3.225806451612903	0.015733910346290163	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	132	111	15143	5.167553917553918	0.9987598202078155	0.4023844405483631	19.98253400880681
GOTERM_MF_ALL	GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity	5	3.225806451612903	0.0214731006820658	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	132	122	15143	4.701626924987582	0.9998948744189922	0.45702409154782186	26.29715883039989
GOTERM_MF_ALL	GO:0015399~primary active transmembrane transporter activity	5	3.225806451612903	0.0214731006820658	32439_AT, 33685_AT, 1575_AT, 40294_AT, 39469_S_AT	132	122	15143	4.701626924987582	0.9998948744189922	0.45702409154782186	26.29715883039989
GOTERM_MF_ALL	GO:0017111~nucleoside-triphosphatase activity	13	8.38709677419355	0.02391709268342656	32439_AT, 37814_G_AT, 33080_S_AT, 967_G_AT, 39469_S_AT, 33371_S_AT, 34972_S_AT, 33685_AT, 36234_AT, 606_AT, 1575_AT, 919_AT, 40294_AT, 966_AT	132	728	15143	2.048566017316017	0.9999634076210883	0.4719051706475502	28.842973035320597
GOTERM_MF_ALL	GO:0016887~ATPase activity	8	5.161290322580645	0.026105875594262966	34972_S_AT, 37814_G_AT, 32439_AT, 33685_AT, 36234_AT, 1575_AT, 40294_AT, 39469_S_AT	132	334	15143	2.747777172926874	0.9999858108399846	0.4814137690791779	31.0533696920408
GOTERM_MF_ALL	GO:0042623~ATPase activity, coupled	7	4.516129032258064	0.030911472490733186	37814_G_AT, 32439_AT, 33685_AT, 36234_AT, 1575_AT, 40294_AT, 39469_S_AT	132	272	15143	2.9523451426024954	0.9999982405503517	0.5021195229646387	35.68457755021623
GOTERM_MF_ALL	GO:0016462~pyrophosphatase activity	13	8.38709677419355	0.031085076107949017	32439_AT, 37814_G_AT, 33080_S_AT, 967_G_AT, 39469_S_AT, 33371_S_AT, 34972_S_AT, 33685_AT, 36234_AT, 606_AT, 1575_AT, 919_AT, 40294_AT, 966_AT	132	757	15143	1.9700872663224052	0.9999983686682106	0.48639751663327135	35.846343090116626
